manufacturer,spec,usecase,speed,ramtiming,model,xmp,color,rgb,image_url
CORSAIR,DDR4,데스크탑용,2666,CL16,VENGEANCE LED,True,WHITE,False,https://img.danawa.com/prod_img/500000/762/482/img/4482762_1.jpg?shrink=130:130&_v=20220727104818
마이크론,DDR5,데스크탑용,4800,CL40,CRUCIAL 대원씨티에스,False,,False,https://img.danawa.com/prod_img/500000/114/369/img/20369114_1.jpg?shrink=130:130&_v=20230531161042
TEAMGROUP,DDR4,데스크탑용,3600,CL14,T-FORCE DELTA 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/067/876/img/16876067_1.jpg?shrink=130:130&_v=20220603163548
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DARK Z GREY,False,,False,https://img.danawa.com/prod_img/500000/462/376/img/11376462_1.jpg?shrink=130:130&_v=20200821131934
TEAMGROUP,DDR4,데스크탑용,3866,CL18,T-FORCE XTREEM,True,BLACK,False,https://img.danawa.com/prod_img/500000/331/542/img/7542331_1.jpg?shrink=130:130&_v=20200821131014
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE XCALIBUR 서린,True,,True,https://img.danawa.com/prod_img/500000/598/269/img/7269598_1.jpg?shrink=130:130&_v=20200821131608
OLOY,DDR4,데스크탑용,3200,CL16,BLADE 올로이앤코,True,BLACK,True,https://img.danawa.com/prod_img/500000/634/387/img/13387634_1.jpg?shrink=130:130&_v=20240129155112
OCPC,DDR4,데스크탑용,3600,CL18,X3TREME,True,WHITE,True,https://img.danawa.com/prod_img/500000/101/693/img/12693101_1.jpg?shrink=130:130&_v=20220221144951
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE NIGHT HAWK 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/151/272/img/7272151_1.jpg?shrink=130:130&_v=20200821130950
OCPC,DDR4,데스크탑용,3200,CL14,X3TREME LABEL,False,WHITE,False,https://img.danawa.com/prod_img/500000/714/415/img/28415714_1.jpg?shrink=130:130&_v=20230926164207
OCPC,DDR4,데스크탑용,3200,CL16,X3TREME,True,WHITE,True,https://img.danawa.com/prod_img/500000/429/364/img/19364429_1.jpg?shrink=130:130&_v=20230315143128
V-COLOR,DDR3,데스크탑용,1600,CL11,컬러풀,False,,False,https://img.danawa.com/prod_img/500000/214/514/img/5514214_1.jpg?shrink=130:130&_v=20200821134822
마이크론,DDR5,데스크탑용,5600,CL46,CRUCIAL,False,,False,https://img.danawa.com/prod_img/500000/497/486/img/18486497_1.jpg?shrink=130:130&_v=20230111101840
G.SKILL,DDR4,데스크탑용,3600,CL19,SNIPER X SXWB,True,,False,https://img.danawa.com/prod_img/500000/769/420/img/11420769_1.jpg?shrink=130:130&_v=20200821131607
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XTREEM,True,BLACK,False,https://img.danawa.com/prod_img/500000/448/542/img/7542448_1.jpg?shrink=130:130&_v=20200821130950
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XCALIBUR 서린,True,,True,https://img.danawa.com/prod_img/500000/622/269/img/7269622_1.jpg?shrink=130:130&_v=20200821130950
에이서,DDR4,데스크탑용,3200,CL14,프레데터 APOLLO,True,,False,https://img.danawa.com/prod_img/500000/183/207/img/14207183_1.jpg?shrink=130:130&_v=20210518145619
V-COLOR,DDR4,데스크탑용,3200,CL22,,False,BLACK,False,https://img.danawa.com/prod_img/500000/701/720/img/10720701_1.jpg?shrink=130:130&_v=20220323164111
G.SKILL,DDR5,데스크탑용,6000,CL36,TRIDENT Z5,True,,True,https://img.danawa.com/prod_img/500000/393/980/img/15980393_1.jpg?shrink=130:130&_v=20211220152028
ADATA,DDR5,데스크탑용,6000,CL40,XPG LANCER,True,BLACK,True,https://img.danawa.com/prod_img/500000/602/047/img/16047602_1.jpg?shrink=130:130&_v=20230203140922
ANACOMDA,DDR5,데스크탑용,6000,CL40,ET,True,WHITE,True,https://img.danawa.com/prod_img/500000/979/757/img/21757979_1.jpg?shrink=130:130&_v=20230725161003
OLOY,DDR4,데스크탑용,3600,CL18,BLADE,True,BLACK,True,https://img.danawa.com/prod_img/500000/196/723/img/13723196_1.jpg?shrink=130:130&_v=20210901091706
G.SKILL,DDR4,데스크탑용,3200,CL16,SNIPER X SXF,True,,False,https://img.danawa.com/prod_img/500000/645/931/img/5931645_1.jpg?shrink=130:130&_v=20200821132110
HP,DDR4,데스크탑용,3600,CL14,V10,True,,True,https://img.danawa.com/prod_img/500000/426/982/img/16982426_1.jpg?shrink=130:130&_v=20220504131613
TEAMGROUP,DDR4,데스크탑용,2666,CL16,T-FORCE DELTA 서린,True,,True,https://img.danawa.com/prod_img/500000/601/667/img/10667601_1.jpg?shrink=130:130&_v=20200821132736
ESSENCORE,DDR4,데스크탑용,3600,CL18,KLEVV BOLT X 서린,True,,False,https://img.danawa.com/prod_img/500000/371/867/img/27867371_1.jpg?shrink=130:130&_v=20230829164633
PNY,DDR5,데스크탑용,6000,CL36,XLR8 MAKO,True,,False,https://img.danawa.com/prod_img/500000/323/344/img/16344323_1.jpg?shrink=130:130&_v=20220208141118
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XTREEM A 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/092/461/img/13461092_1.jpg?shrink=130:130&_v=20210413130320
ADATA,DDR4,데스크탑용,3600,CL18,XPG SPECTRIX D45G,True,WHITE,True,https://img.danawa.com/prod_img/500000/375/102/img/20102375_1.jpg?shrink=130:130&_v=20230510135500
GEIL,DDR4,데스크탑용,3200,CL22,ORION,False,RED,True,https://img.danawa.com/prod_img/500000/892/150/img/13150892_1.jpg?shrink=130:130&_v=20220110143355
G.SKILL,DDR4,데스크탑용,3800,CL14,TRIDENT Z NEO,True,,False,https://img.danawa.com/prod_img/500000/147/956/img/12956147_1.jpg?shrink=130:130&_v=20201218144749
GEIL,DDR4,데스크탑용,2666,CL19,ORION GRAY,True,,True,https://img.danawa.com/prod_img/500000/982/150/img/13150982_1.jpg?shrink=130:130&_v=20210115142204
마이크론,DDR4,데스크탑용,3200,CL16,CRUCIAL BALLISTIX,True,WHITE,True,https://img.danawa.com/prod_img/500000/470/966/img/10966470_1.jpg?shrink=130:130&_v=20210305141129
G.SKILL,DDR4,데스크탑용,2666,CL15,RIPJAWS V VR,True,,False,https://img.danawa.com/prod_img/500000/715/564/img/4564715_1.jpg?shrink=130:130&_v=20200821132851
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-FORCE DELTA TUF 서린,True,,True,https://img.danawa.com/prod_img/500000/518/597/img/18597518_1.jpg?shrink=130:130&_v=20221227100336
ESSENCORE,DDR4,데스크탑용,4000,CL19,KLEVV BOLT XR 서린,True,,False,https://img.danawa.com/prod_img/500000/889/895/img/27895889_1.jpg?shrink=130:130&_v=20230830164117
G.SKILL,DDR4,데스크탑용,3600,CL14,TRIDENT Z ROYAL A,True,SILVER,False,https://img.danawa.com/prod_img/500000/012/390/img/17390012_1.jpg?shrink=130:130&_v=20220704175448
ADATA,DDR5,데스크탑용,4800,CL40,,False,,False,https://img.danawa.com/prod_img/500000/385/592/img/15592385_1.jpg?shrink=130:130&_v=20211220104011
TEAMGROUP,DDR4,데스크탑용,3200,CL22,T-CREATE CLASSIC 10L 서린,False,,False,https://img.danawa.com/prod_img/500000/318/232/img/13232318_1.jpg?shrink=130:130&_v=20210413170832
G.SKILL,DDR4,데스크탑용,3600,CL19,SNIPER X SXKB,True,,False,https://img.danawa.com/prod_img/500000/658/420/img/11420658_1.jpg?shrink=130:130&_v=20200821131607
GEIL,DDR4,데스크탑용,3200,CL16,EVO SPEAR,True,,False,https://img.danawa.com/prod_img/500000/041/443/img/8443041_1.jpg?shrink=130:130&_v=20200821132109
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE PRO,True,WHITE,True,https://img.danawa.com/prod_img/500000/575/234/img/6234575_1.jpg?shrink=130:130&_v=20200821132110
CORSAIR,DDR4,데스크탑용,2666,CL15,DOMINATOR PLATINUM,True,,False,https://img.danawa.com/prod_img/500000/329/871/img/2871329_1.jpg?shrink=130:130&_v=20200821132917
V-COLOR,DDR5,데스크탑용,5600,CL46,STANDARD 벌크,False,BLACK,False,https://img.danawa.com/prod_img/500000/468/953/img/27953468_1.jpg?shrink=130:130&_v=20230920153139
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE DARK Z ALPHA,True,,False,https://img.danawa.com/prod_img/500000/378/401/img/10401378_1.jpg?shrink=130:130&_v=20200821131608
G.SKILL,DDR4,데스크탑용,3000,CL16,TRIDENT Z ROYAL,True,SILVER,False,https://img.danawa.com/prod_img/500000/922/029/img/7029922_1.jpg?shrink=130:130&_v=20200821132322
GEIL,DDR4,데스크탑용,3600,CL18,SUPER LUCE SYNC,True,BLACK,True,https://img.danawa.com/prod_img/500000/242/613/img/14613242_1.jpg?shrink=130:130&_v=20210629150224
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE PRO SL AMD,True,BLACK,True,https://img.danawa.com/prod_img/500000/053/245/img/13245053_1.jpg?shrink=130:130&_v=20211125110227
GEIL,DDR5,데스크탑용,5200,CL42,PRISTINE V,False,,False,https://img.danawa.com/prod_img/500000/117/695/img/21695117_1.jpg?shrink=130:130&_v=20230724093144
PNY,DDR5,데스크탑용,6000,CL38,XLR8 MAKO 제이씨현,True,,True,https://img.danawa.com/prod_img/500000/320/839/img/16839320_1.jpg?shrink=130:130&_v=20220926135231
G.SKILL,DDR5,데스크탑용,5600,CL36,TRIDENT Z5 J,True,,False,https://img.danawa.com/prod_img/500000/307/192/img/16192307_1.jpg?shrink=130:130&_v=20220114143341
ADATA,DDR5,데스크탑용,5200,CL38,XPG LANCER,True,BLACK,True,https://img.danawa.com/prod_img/500000/141/593/img/15593141_1.jpg?shrink=130:130&_v=20230203140956
GEIL,DDR4,데스크탑용,3600,CL18,SUPER LUCE SYNC,True,WHITE,True,https://img.danawa.com/prod_img/500000/404/613/img/14613404_1.jpg?shrink=130:130&_v=20210629150718
TEAMGROUP,DDR4,데스크탑용,3600,CL14,T-FORCE XTREEM A,True,WHITE,True,https://img.danawa.com/prod_img/500000/882/460/img/13460882_1.jpg?shrink=130:130&_v=20210225141236
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DARK Z,True,RED,False,https://img.danawa.com/prod_img/500000/800/275/img/13275800_1.jpg?shrink=130:130&_v=20210201141001
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE PRO SL,True,WHITE,True,https://img.danawa.com/prod_img/500000/047/245/img/13245047_1.jpg?shrink=130:130&_v=20210210110935
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/459/379/img/11379459_1.jpg?shrink=130:130&_v=20200821131934
GEIL,DDR4,데스크탑용,2666,CL19,SUPER LUCE SYNC,True,BLACK,True,https://img.danawa.com/prod_img/500000/245/443/img/8443245_1.jpg?shrink=130:130&_v=20200821132737
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE LPX,True,,False,https://img.danawa.com/prod_img/500000/013/392/img/4392013_1.jpg?shrink=130:130&_v=20240417140725
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XTREEM A 서린,True,,True,https://img.danawa.com/prod_img/500000/240/534/img/14534240_1.jpg?shrink=130:130&_v=20210621152339
앱코,DDR4,데스크탑용,3200,CL14,AGM R30RH,True,WHITE,False,https://img.danawa.com/prod_img/500000/416/852/img/15852416_1.jpg?shrink=130:130&_v=20211203144011
ADATA,DDR5,데스크탑용,5200,CL38,XPG LANCER,True,,False,https://img.danawa.com/prod_img/500000/045/593/img/15593045_1.jpg?shrink=130:130&_v=20211220105211
에이서,DDR4,데스크탑용,4000,CL17,프레데터 APOLLO,True,,False,https://img.danawa.com/prod_img/500000/624/207/img/14207624_1.jpg?shrink=130:130&_v=20210517162515
G.SKILL,DDR4,데스크탑용,3600,CL14,TRIDENT Z NEO NB,True,,False,https://img.danawa.com/prod_img/500000/470/431/img/11431470_1.jpg?shrink=130:130&_v=20200821131336
GEIL,DDR4,데스크탑용,3200,CL22,SUPER LUCE SYNC,False,BLACK,True,https://img.danawa.com/prod_img/500000/735/220/img/11220735_1.jpg?shrink=130:130&_v=20200821131934
TEAMGROUP,DDR4,데스크탑용,2666,CL18,T-FORCE T1 GAMING,True,,False,https://img.danawa.com/prod_img/500000/552/714/img/8714552_1.jpg?shrink=130:130&_v=20200821132736
CORSAIR,DDR4,데스크탑용,3600,CL18,DOMINATOR PLATINUM,True,,True,https://img.danawa.com/prod_img/500000/907/332/img/7332907_1.jpg?shrink=130:130&_v=20200908145006
G.SKILL,DDR4,데스크탑용,3200,CL16,SNIPER X SXW,True,,False,https://img.danawa.com/prod_img/500000/131/935/img/5935131_1.jpg?shrink=130:130&_v=20200821132110
GEIL,DDR5,데스크탑용,7200,CL36,EVO V GRAY,True,,True,https://img.danawa.com/prod_img/500000/761/176/img/19176761_1.jpg?shrink=130:130&_v=20230228163714
OLOY,DDR5,데스크탑용,4800,CL40,BLADE 올로이앤코,False,BLACK,True,https://img.danawa.com/prod_img/500000/928/919/img/18919928_1.jpg?shrink=130:130&_v=20240129155152
HP,DDR4,데스크탑용,3200,CL14,V10,True,,True,https://img.danawa.com/prod_img/500000/327/982/img/16982327_1.jpg?shrink=130:130&_v=20230711174509
PNY,DDR4,데스크탑용,3200,CL16,XLR8 GAMING,True,WHITE,False,https://img.danawa.com/prod_img/500000/684/355/img/16355684_1.jpg?shrink=130:130&_v=20220525125321
ANACOMDA,DDR4,데스크탑용,3200,CL16,ET,True,WHITE,True,https://img.danawa.com/prod_img/500000/607/218/img/14218607_1.jpg?shrink=130:130&_v=20210518143739
G.SKILL,DDR4,데스크탑용,4800,CL18,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/794/390/img/12390794_1.jpg?shrink=130:130&_v=20201005171853
G.SKILL,DDR4,데스크탑용,3600,CL17,TRIDENT Z ROYAL,True,SILVER,False,https://img.danawa.com/prod_img/500000/543/351/img/7351543_1.jpg?shrink=130:130&_v=20200821131608
G.SKILL,DDR4,데스크탑용,3200,CL16,SNIPER X SXK,True,,False,https://img.danawa.com/prod_img/500000/915/933/img/5933915_1.jpg?shrink=130:130&_v=20200821132110
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE NIGHT HAWK 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/953/271/img/7271953_1.jpg?shrink=130:130&_v=20200821132109
GEIL,DDR5,데스크탑용,6800,CL36,EVO V,True,WHITE,True,https://img.danawa.com/prod_img/500000/080/420/img/18420080_1.jpg?shrink=130:130&_v=20221205093930
ADATA,DDR5,데스크탑용,5200,CL38,XPG LANCER,True,BLACK,False,https://img.danawa.com/prod_img/500000/841/598/img/15598841_1.jpg?shrink=130:130&_v=20230203140944
V-COLOR,DDR4,데스크탑용,3600,CL18,PRISM PRO SCC KIT,True,WHITE,True,https://img.danawa.com/prod_img/500000/928/968/img/14968928_1.jpg?shrink=130:130&_v=20210813124443
PNY,DDR4,데스크탑용,3200,CL16,XLR8 GAMING EPIC-X,True,WHITE,True,https://img.danawa.com/prod_img/500000/867/716/img/12716867_1.jpg?shrink=130:130&_v=20201130125113
GEIL,DDR4,데스크탑용,3200,CL22,SUPER LUCE SYNC,False,WHITE,True,https://img.danawa.com/prod_img/500000/822/220/img/11220822_1.jpg?shrink=130:130&_v=20200821131934
G.SKILL,DDR4,데스크탑용,4000,CL19,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/031/938/img/7938031_1.jpg?shrink=130:130&_v=20200821130950
CORSAIR,DDR4,데스크탑용,2666,CL16,VENGEANCE LPX,True,BLACK,False,https://img.danawa.com/prod_img/500000/313/170/img/7170313_1.jpg?shrink=130:130&_v=20220823162106
G.SKILL,DDR4,데스크탑용,3600,CL16,TRIDENT Z,True,,True,https://img.danawa.com/prod_img/500000/150/905/img/4905150_1.jpg?shrink=130:130&_v=20200821131641
G.SKILL,DDR4,데스크탑용,4266,CL19,TRIDENT ZKW,True,,False,https://img.danawa.com/prod_img/500000/340/848/img/4848340_1.jpg?shrink=130:130&_v=20200821130735
ANACOMDA,DDR4,데스크탑용,3600,CL18,ET,True,WHITE,True,https://img.danawa.com/prod_img/500000/759/476/img/15476759_1.jpg?shrink=130:130&_v=20211020142422
ANACOMDA,DDR4,데스크탑용,3200,CL16,ET,True,BLACK,True,https://img.danawa.com/prod_img/500000/556/218/img/14218556_1.jpg?shrink=130:130&_v=20210518143624
GEIL,DDR4,데스크탑용,3200,CL16,SUPER LUCE SYNC,True,WHITE,True,https://img.danawa.com/prod_img/500000/576/062/img/6062576_1.jpg?shrink=130:130&_v=20200821132110
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE LED,True,BLUE,False,https://img.danawa.com/prod_img/500000/505/519/img/4519505_1.jpg?shrink=130:130&_v=20200821132145
ADATA,DDR4,데스크탑용,3200,CL16,XPG SPECTRIX D45G,True,WHITE,True,https://img.danawa.com/prod_img/500000/777/102/img/20102777_1.jpg?shrink=130:130&_v=20230510140934
앱코,DDR4,데스크탑용,3200,CL16,AGM R20,False,WHITE,False,https://img.danawa.com/prod_img/500000/237/827/img/15827237_1.jpg?shrink=130:130&_v=20211202142026
G.SKILL,DDR4,데스크탑용,3600,CL14,TRIDENT Z,True,,True,https://img.danawa.com/prod_img/500000/075/947/img/12947075_1.jpg?shrink=130:130&_v=20201217163132
OLOY,DDR4,데스크탑용,3200,CL14,WARHAWK PLATINUM SE,True,WHITE,True,https://img.danawa.com/prod_img/500000/619/805/img/12805619_1.jpg?shrink=130:130&_v=20201202153905
PNY,DDR4,데스크탑용,3600,CL18,XLR8 GAMING EPIC-X 제이씨현,True,SILVER,True,https://img.danawa.com/prod_img/500000/462/042/img/17042462_1.jpg?shrink=130:130&_v=20220629125530
OLOY,DDR5,데스크탑용,5200,CL36,BLADE MIRROR 올로이앤코,False,,True,https://img.danawa.com/prod_img/500000/639/319/img/16319639_1.jpg?shrink=130:130&_v=20240129154718
ADATA,DDR5,데스크탑용,5200,CL38,XPG LANCER,True,BLACK,True,https://img.danawa.com/prod_img/500000/844/598/img/15598844_1.jpg?shrink=130:130&_v=20230203140949
G.SKILL,DDR4,데스크탑용,4000,CL16,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/087/219/img/14219087_1.jpg?shrink=130:130&_v=20210518145334
PNY,DDR4,데스크탑용,3600,CL18,XLR8 GAMING EPIC-X,True,WHITE,True,https://img.danawa.com/prod_img/500000/882/716/img/12716882_1.jpg?shrink=130:130&_v=20201203124622
G.SKILL,DDR4,데스크탑용,3000,CL14,TRIDENT Z,True,,True,https://img.danawa.com/prod_img/500000/780/834/img/5834780_1.jpg?shrink=130:130&_v=20200821132323
G.SKILL,DDR4,데스크탑용,3866,CL18,TRIDENT ZKW,True,,False,https://img.danawa.com/prod_img/500000/701/845/img/4845701_1.jpg?shrink=130:130&_v=20200821131014
OLOY,DDR4,데스크탑용,3200,CL16,BLADE 올로이앤코,True,WHITE,True,https://img.danawa.com/prod_img/500000/685/387/img/13387685_1.jpg?shrink=130:130&_v=20240129155214
HP,DDR4,데스크탑용,3600,CL18,V8,True,,False,https://img.danawa.com/prod_img/500000/300/163/img/13163300_1.jpg?shrink=130:130&_v=20210512150603
OLOY,DDR4,데스크탑용,3200,CL14,WARHAWK PLATINUM SE 올로이앤코,True,WHITE,True,https://img.danawa.com/prod_img/500000/592/805/img/12805592_1.jpg?shrink=130:130&_v=20240129155311
ADATA,DDR4,데스크탑용,3600,CL18,XPG SPECTRIX D45G,True,,True,https://img.danawa.com/prod_img/500000/024/171/img/17171024_1.jpg?shrink=130:130&_v=20230510135124
ADATA,DDR5,데스크탑용,6400,CL40,XPG CASTER,True,,False,https://img.danawa.com/prod_img/500000/238/080/img/17080238_1.jpg?shrink=130:130&_v=20220519100304
OCPC,DDR4,데스크탑용,3600,CL18,X3TREME LABEL,True,WHITE,False,https://img.danawa.com/prod_img/500000/101/443/img/16443101_1.jpg?shrink=130:130&_v=20220224092221
OLOY,DDR5,데스크탑용,5200,CL36,BLADE MIRROR,True,,True,https://img.danawa.com/prod_img/500000/725/332/img/16332725_1.jpg?shrink=130:130&_v=20220314094548
PNY,DDR5,데스크탑용,4800,CL40,PERFORMANCE 마이크로닉스,False,,False,https://img.danawa.com/prod_img/500000/487/270/img/16270487_1.jpg?shrink=130:130&_v=20220525123725
G.SKILL,DDR5,데스크탑용,6000,CL40,TRIDENT Z5 J,True,SILVER,False,https://img.danawa.com/prod_img/500000/616/192/img/16192616_1.jpg?shrink=130:130&_v=20220114143919
OCPC,DDR5,데스크탑용,4800,CL40,PISTA,False,,True,https://img.danawa.com/prod_img/500000/712/724/img/15724712_1.jpg?shrink=130:130&_v=20211118175619
PNY,DDR4,데스크탑용,4000,CL18,XLR8 GAMING EPIC-X,True,,True,https://img.danawa.com/prod_img/500000/064/536/img/14536064_1.jpg?shrink=130:130&_v=20210709142222
OLOY,DDR4,데스크탑용,3200,CL14,BLADE AL 올로이앤코,True,,True,https://img.danawa.com/prod_img/500000/768/486/img/14486768_1.jpg?shrink=130:130&_v=20240129155244
에이서,DDR4,데스크탑용,3600,CL16,프레데터 APOLLO,True,,False,https://img.danawa.com/prod_img/500000/468/207/img/14207468_1.jpg?shrink=130:130&_v=20230710094858
OLOY,DDR4,데스크탑용,3200,CL16,WARHAWK 올로이앤코,True,BLACK,True,https://img.danawa.com/prod_img/500000/071/098/img/13098071_1.jpg?shrink=130:130&_v=20240129155335
G.SKILL,DDR4,데스크탑용,3600,CL14,TRIDENT Z ROYAL,True,SILVER,False,https://img.danawa.com/prod_img/500000/276/947/img/12947276_1.jpg?shrink=130:130&_v=20201217163846
OCPC,DDR4,데스크탑용,3200,CL14,X3TREME LABEL,True,BLACK,False,https://img.danawa.com/prod_img/500000/205/709/img/12709205_1.jpg?shrink=130:130&_v=20201118104140
OCPC,DDR4,데스크탑용,3200,CL16,HYPERBEAST EDITION,True,,False,https://img.danawa.com/prod_img/500000/368/702/img/12702368_1.jpg?shrink=130:130&_v=20201120101957
OCPC,DDR4,데스크탑용,4000,CL19,X3TREME,True,PINK,True,https://img.danawa.com/prod_img/500000/913/694/img/12694913_1.jpg?shrink=130:130&_v=20201116160758
OCPC,DDR4,데스크탑용,3200,CL16,X3TREME,True,WHITE,True,https://img.danawa.com/prod_img/500000/900/692/img/12692900_1.jpg?shrink=130:130&_v=20220221144951
V-COLOR,DDR4,데스크탑용,4000,CL19,PRISM PRO,True,SILVER,True,https://img.danawa.com/prod_img/500000/076/587/img/11587076_1.jpg?shrink=130:130&_v=20210903143226
ADATA,DDR4,데스크탑용,3600,CL17,XPG SPECTRIX D60G,True,,True,https://img.danawa.com/prod_img/500000/858/276/img/9276858_1.jpg?shrink=130:130&_v=20200821131608
G.SKILL,DDR4,데스크탑용,4000,CL17,TRIDENT Z ROYAL,True,SILVER,False,https://img.danawa.com/prod_img/500000/588/351/img/7351588_1.jpg?shrink=130:130&_v=20200821130950
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE NIGHT HAWK 서린,True,,True,https://img.danawa.com/prod_img/500000/265/305/img/7305265_1.jpg?shrink=130:130&_v=20200821131608
GEIL,DDR4,데스크탑용,2666,CL19,SUPER LUCE SYNC AMD EDITION,False,WHITE,True,https://img.danawa.com/prod_img/500000/542/444/img/6444542_1.jpg?shrink=130:130&_v=20200821132850
GEIL,DDR4,데스크탑용,3200,CL16,SUPER LUCE SYNC,True,BLACK,True,https://img.danawa.com/prod_img/500000/555/062/img/6062555_1.jpg?shrink=130:130&_v=20200821132110
G.SKILL,DDR4,데스크탑용,3600,CL19,SNIPER X SXW,True,,False,https://img.danawa.com/prod_img/500000/137/935/img/5935137_1.jpg?shrink=130:130&_v=20200821131641
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE,True,WHITE,True,https://img.danawa.com/prod_img/500000/419/815/img/5815419_1.jpg?shrink=130:130&_v=20201116095439
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE,True,,True,https://img.danawa.com/prod_img/500000/011/151/img/5151011_1.jpg?shrink=130:130&_v=20200821132110
G.SKILL,DDR4,데스크탑용,4133,CL19,TRIDENT ZSWC,True,,False,https://img.danawa.com/prod_img/500000/135/846/img/4846135_1.jpg?shrink=130:130&_v=20200821130826
CORSAIR,DDR4,데스크탑용,3200,CL16,DOMINATOR PLATINUM,True,,False,https://img.danawa.com/prod_img/500000/368/017/img/4017368_1.jpg?shrink=130:130&_v=20200821132145
PATRIOT,DDR5,데스크탑용,5600,CL46,SIGNATURE,False,,False,https://img.danawa.com/prod_img/500000/859/390/img/19390859_1.jpg?shrink=130:130&_v=20230316130644
마이크론,DDR5,데스크탑용,6000,CL48,CRUCIAL PRO 아스크텍,True,,False,https://img.danawa.com/prod_img/500000/554/329/img/28329554_1.jpg?shrink=130:130&_v=20230918145455
삼성전자,DDR4,데스크탑용,2933,,,False,,False,https://img.danawa.com/prod_img/500000/992/541/img/11541992_1.jpg?shrink=130:130&_v=20200821132601
타무즈,DDR4,데스크탑용,3200,CL22,,False,,False,https://img.danawa.com/prod_img/500000/302/137/img/13137302_1.jpg?shrink=130:130&_v=20220624102830
삼성전자,DDR4,데스크탑용,2400,,,False,,False,https://img.danawa.com/prod_img/500000/874/519/img/4519874_1.jpg?shrink=130:130&_v=20240403152354
PATRIOT,DDR5,데스크탑용,6400,CL32,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/450/341/img/30341450_1.jpg?shrink=130:130&_v=20231206173612
CORSAIR,DDR5,데스크탑용,5200,CL38,VENGEANCE,True,BLACK,False,https://img.danawa.com/prod_img/500000/883/453/img/19453883_1.jpg?shrink=130:130&_v=20230321153315
ESSENCORE,DDR4,데스크탑용,2666,CL19,KLEVV,False,,False,https://img.danawa.com/prod_img/500000/978/390/img/9390978_1.jpg?shrink=130:130&_v=20210809140635
PNY,DDR4,데스크탑용,3200,CL22,PERFORMANCE 제이씨현,False,,False,https://img.danawa.com/prod_img/500000/597/592/img/16592597_1.jpg?shrink=130:130&_v=20220315131637
TEAMGROUP,DDR4,데스크탑용,3200,CL22,ELITE,False,,False,https://img.danawa.com/prod_img/500000/749/759/img/10759749_1.jpg?shrink=130:130&_v=20210325145626
PATRIOT,DDR4,데스크탑용,3200,CL16,VIPER STEEL,True,,False,https://img.danawa.com/prod_img/500000/782/631/img/20631782_1.jpg?shrink=130:130&_v=20230621143900
마이크론,DDR5,데스크탑용,5600,CL46,CRUCIAL PRO 아스크텍,True,,False,https://img.danawa.com/prod_img/500000/421/356/img/20356421_1.jpg?shrink=130:130&_v=20230727154832
ADATA,DDR4,데스크탑용,3200,CL16,XPG SPECTRIX D35G,True,WHITE,True,https://img.danawa.com/prod_img/500000/092/754/img/20754092_1.jpg?shrink=130:130&_v=20230717172942
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/875/858/img/11858875_1.jpg?shrink=130:130&_v=20210319161009
ADATA,DDR5,데스크탑용,5600,CL46,,False,,False,https://img.danawa.com/prod_img/500000/059/395/img/28395059_1.jpg?shrink=130:130&_v=20240403172702
PATRIOT,DDR5,데스크탑용,5600,CL40,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/174/341/img/30341174_1.jpg?shrink=130:130&_v=20231206173037
TEAMGROUP,DDR5,데스크탑용,5600,CL46,ELITE,False,,False,https://img.danawa.com/prod_img/500000/831/265/img/28265831_1.jpg?shrink=130:130&_v=20230915102956
